härlig	3.2	0.6	[4, 3, 3, 2, 3, 3, 3, 4, 3, 4]
härligt	2.9	0.83066	[3, 4, 3, 2, 4, 2, 2, 2, 4, 3]
glädja	1.6	1.90788	[3, 3, 3, 2, 3, 2, 3, -2, -2, 1]
behagligt	2.3	0.45826	[3, 3, 2, 2, 2, 3, 2, 2, 2, 2]
efterfrågan	-0.5	0.67082	[0, 0, 0, 0, 0, -1, -1, -1, 0, -2]
efterfrågas	-0.9	0.7	[-2, 0, 0, 0, -2, -1, -1, -1, -1, -1]
krävande	-0.9	0.53852	[-1, -2, 0, -1, -1, -1, -1, -1, 0, -1]
demoraliserade	-1.6	1.62481	[-2, -2, -2, -2, -3, 2, -2, -3, 1, -3]
nekas	-1.9	0.53852	[-2, -3, -1, -2, -2, -1, -2, -2, -2, -2]
förnekarna	-1.1	1.13578	[-2, 0, -2, -1, -3, 1, 0, -1, -2, -1]
förnekar	-1.8	0.6	[-1, -2, -1, -1, -2, -3, -2, -2, -2, -2]
förneka	-1.4	0.4899	[-1, -1, -1, -1, -2, -1, -2, -2, -1, -2]
sänka	-2.2	0.74833	[-2, -1, -3, -3, -2, -2, -3, -3, -1, -2]
depressiva	-1.6	1.11355	[-3, -1, 0, -1, 0, -2, -3, -1, -3, -2]
deprimerad	-2.3	0.45826	[-2, -2, -2, -2, -2, -3, -3, -3, -2, -2]
trycker	-2.2	0.6	[-2, -2, -2, -2, -3, -3, -1, -2, -3, -2]
nedtryckbar	-1.7	0.78102	[-2, -1, 0, -3, -2, -2, -2, -1, -2, -2]
deprimerande	-1.6	1.28062	[-2, -2, -2, 2, -3, -1, -2, -2, -2, -2]
sorgligt	-2.3	0.45826	[-2, -3, -2, -2, -2, -3, -3, -2, -2, -2]
depressioner	-2.2	0.6	[-2, -3, -3, -2, -2, -2, -3, -2, -2, -1]
depressiv	-2.1	0.53852	[-3, -2, -3, -2, -2, -2, -2, -1, -2, -2]
patel	-1.8	1.16619	[-2, -4, -3, 0, 0, -2, -2, -2, -1, -2]
sänkning	-1.0	0.7746	[0, -1, -1, -1, -1, 0, -3, -1, -1, -1]
detryckeringar	-0.4	0.91652	[0, 0, 0, 0, 1, -2, -1, 0, -2, 0]
tryckavlasta	-0.5	0.80623	[0, 0, -2, 0, -2, 0, 0, 0, 0, -1]
trycklös	1.0	1.26491	[2, 0, 1, -1, -1, 2, 1, 2, 1, 3]
avluftas	-0.3	0.64031	[0, 0, 0, 0, 0, 0, -1, 0, -2, 0]
tryckavlastning	-0.7	1.34536	[2, 0, -1, -1, -2, -2, 1, -2, 0, -2]
berövande	-2.1	0.7	[-1, -2, -2, -2, -1, -3, -3, -3, -2, -2]
berövar	-2.0	1.0	[-2, -1, -3, -2, -2, -1, -4, -3, -1, -1]
försakelser	-1.8	0.74833	[-1, -2, -3, -1, -2, -1, -2, -2, -3, -1]
berövade	-2.1	0.7	[-2, -2, -2, -2, -2, -4, -2, -2, -1, -2]
spåra ur	-1.2	1.07703	[-1, 1, -1, -2, -1, -2, -1, -3, -2, 0]
spårade ur	-1.4	0.66332	[-1, -2, -2, 0, -1, -1, -2, -1, -2, -2]
spårar ur	-1.3	0.78102	[-2, -3, -1, -2, -1, -1, 0, -1, -1, -1]
förlöjliga	-2.0	0.63246	[-2, -2, -2, -2, -3, -2, -1, -2, -1, -3]
förlöjligade	-1.5	0.5	[-1, -1, -1, -2, -2, -2, -1, -2, -1, -2]
hånar	-2.0	0.63246	[-1, -3, -2, -2, -2, -2, -2, -1, -3, -2]
håna	-1.5	0.80623	[-2, -2, 0, 0, -2, -1, -2, -2, -2, -2]
hån	-1.6	0.8	[-3, -1, -2, -2, -2, 0, -1, -2, -1, -2]
önskvärd	1.3	0.45826	[2, 1, 1, 1, 1, 1, 1, 2, 2, 1]
önskan	1.7	0.78102	[1, 1, 2, 1, 3, 3, 1, 2, 2, 1]
önskad	1.1	1.04403	[1, 1, 0, 3, 1, 0, 1, 1, 3, 0]
lysten	1.3	0.64031	[1, 2, 1, 2, 2, 1, 2, 1, 0, 1]
förtvivlan	-1.3	1.9	[2, -1, -3, -1, -3, 1, -3, 1, -3, -3]
förtvivlad	-3.3	0.45826	[-4, -3, -3, -4, -3, -3, -4, -3, -3, -3]
i förtvivlan	-2.2	0.74833	[-2, -2, -2, -2, -4, -2, -3, -1, -2, -2]
misströstar	-2.7	1.00499	[-3, -4, -1, -3, -4, -2, -1, -3, -3, -3]
desperat	-1.6	1.11355	[-3, -3, -2, -1, -2, -1, -2, -2, -1, 1]
desperatenär	-1.5	1.36015	[-1, -2, -2, -2, -3, -3, 1, -2, 1, -2]
desperation	-2.2	1.66132	[-1, -4, -2, -4, -4, -1, -1, -2, 1, -4]
förakta	-2.7	0.9	[-4, -3, -3, -4, -1, -2, -3, -2, -2, -3]
föraktade	-1.7	1.48661	[-2, -1, -3, -2, -3, 1, -3, 1, -2, -3]
despiomkostnader	-2.5	1.0247	[-2, -2, -3, -2, 0, -3, -4, -3, -3, -3]
föraktare	-1.8	1.07703	[-2, -1, -3, 1, -2, -2, -3, -2, -2, -2]
fientliga	-1.6	1.35647	[-3, -3, -1, -3, -2, -1, -1, 1, 0, -3]
föraktar	-2.0	1.26491	[-3, -1, -3, 1, -2, -1, -3, -2, -3, -3]
förstöra	-2.8	0.87178	[-3, -3, -1, -4, -4, -3, -3, -2, -2, -3]
förstörd	-2.2	0.87178	[-1, -3, -3, -2, -1, -2, -1, -3, -3, -3]
jagare	-2.3	0.78102	[-1, -3, -3, -3, -2, -2, -3, -3, -1, -2]
förstör	-2.6	0.4899	[-3, -3, -3, -2, -2, -2, -3, -3, -2, -3]
destruera	-2.4	0.4899	[-3, -3, -3, -2, -2, -2, -3, -2, -2, -2]
förstörs	-1.9	1.04403	[-4, -1, -2, -2, -2, -1, -3, -2, 0, -2]
förstörbar	-1.5	1.11803	[-2, -2, -2, -1, 1, -1, -3, -1, -3, -1]
förstörande	-2.5	0.67082	[-2, -3, -2, -3, -2, -2, -2, -3, -2, -4]
förstörelse	-2.7	0.9	[-4, -3, -4, -3, -2, -2, -3, -1, -2, -3]
holmlöv	-2.6	0.8	[-3, -4, -2, -2, -2, -3, -3, -1, -3, -3]
graven	-2.3	0.78102	[-3, -2, -2, -2, -1, -3, -4, -2, -2, -2]
destruktiv	-3.0	0.63246	[-3, -4, -3, -2, -3, -3, -3, -2, -4, -3]
destruktivt	-2.4	0.91652	[-2, -3, -1, -4, -2, -3, -3, -3, -1, -2]
destruktivitet	-2.4	0.91652	[-3, -3, -2, -4, -1, -2, -3, -2, -1, -3]
friliggande	-0.5	1.20416	[-1, 2, -1, -1, -2, 0, 1, -2, -1, 0]
internera	-1.8	0.9798	[-3, -1, -2, -2, -4, -2, -1, -1, -1, -1]
förvar	-1.7	0.9	[-1, -1, -1, -1, -1, -2, -2, -2, -2, -4]
kvarsittning	-1.5	0.67082	[-1, -2, -1, -2, -1, -1, -3, -2, -1, -1]
bestäm	1.1	1.04403	[3, 0, 1, 0, 1, 0, 2, 2, 0, 2]
bestämbart	0.9	0.83066	[2, 0, 1, 1, 0, 1, 2, 2, 0, 0]
vinnande strategi	1.0	1.0	[0, 0, 0, 3, 1, 1, 2, 1, 0, 2]
determinanta	-0.3	1.41774	[0, 0, 0, -4, 0, -1, 0, 0, 2, 0]
bestämma	0.8	0.87178	[2, 1, 0, 0, 0, 2, 2, 0, 1, 0]
målmedvetet	1.2	0.6	[1, 2, 0, 1, 1, 1, 2, 1, 2, 1]
determinatenär	1.1	0.9434	[1, 1, 1, 0, 0, 2, 3, 1, 0, 2]
bestämning	1.7	0.78102	[2, 3, 1, 1, 1, 2, 1, 1, 2, 3]
bestämningar	0.8	1.16619	[0, 3, 1, 0, 1, 3, 0, 0, 0, 0]
bestämmande	1.1	1.04403	[2, 0, 3, 2, 1, 1, 0, 0, 2, 0]
determinativ	0.9	1.3	[2, 0, -2, 1, 2, 2, 2, 0, 0, 2]
fast besluten	1.4	1.35647	[-2, 1, 3, 2, 2, 2, 3, 1, 1, 1]
ödelägga	-3.1	0.9434	[-4, -4, -1, -4, -4, -3, -3, -3, -2, -3]
förkrossad	-3.0	0.89443	[-4, -3, -3, -4, -3, -1, -3, -4, -3, -2]
skövlar	-2.8	0.9798	[-4, -3, -2, -4, -2, -1, -3, -4, -3, -2]
förödande	-3.3	0.9	[-4, -3, -4, -4, -1, -4, -3, -3, -3, -4]
förödelse	-1.8	2.13542	[-1, -1, -3, -3, -4, -3, -4, 2, 2, -3]
härjningar	-1.9	1.92094	[-3, -3, -2, -2, 1, -1, 2, -4, -4, -3]
förödaren	-2.8	0.74833	[-3, -3, -2, -2, -3, -2, -3, -4, -2, -4]
jäkel	-3.4	0.8	[-4, -3, -4, -4, -4, -4, -2, -3, -2, -4]
djävulsk	-2.1	1.04403	[-1, -2, -4, -1, -1, -2, -2, -4, -2, -2]
djävulskt	-1.6	0.8	[-2, -2, -3, -1, -2, -2, 0, -2, -1, -1]
sås	-2.3	1.1	[-3, -1, -2, -3, 0, -4, -2, -3, -2, -3]
djävulskap	-2.8	1.249	[-4, -3, 0, -2, -2, -2, -3, -4, -4, -4]
djävulskhet	-2.8	1.32665	[-4, -4, -3, -3, -3, -3, 1, -3, -3, -3]
ägna	2.1	0.7	[2, 2, 3, 1, 2, 3, 2, 3, 1, 2]
hängiven	1.7	1.34536	[2, -1, 3, 2, 1, 0, 1, 3, 3, 3]
hängivet	1.6	1.35647	[1, 1, 2, 2, 3, 2, 2, -2, 2, 3]
hängivenhet	2.0	1.0	[0, 3, 2, 1, 3, 2, 2, 3, 1, 3]
anhängare	1.6	1.11355	[1, 3, 0, 2, 1, 2, 1, 1, 4, 1]
hängivna	0.5	1.0247	[0, 0, 3, 0, 0, 0, 2, 0, 0, 0]
ägnar	1.6	0.91652	[2, 3, 0, 2, 2, 3, 1, 1, 1, 1]
andakt	1.8	0.74833	[2, 3, 1, 2, 1, 3, 1, 2, 1, 2]
diamant	1.4	1.42829	[0, 0, 2, 0, 1, 3, 1, 3, 0, 4]
kukhuvud	-3.1	0.53852	[-4, -3, -3, -3, -4, -2, -3, -3, -3, -3]
dö	-2.9	0.9434	[-4, -3, -1, -2, -4, -3, -3, -3, -2, -4]
svår	-2.0	1.84391	[-3, -4, -2, -3, -1, 3, -2, -3, -2, -3]
svårigheter	-1.2	0.4	[-1, -2, -1, -1, -1, -2, -1, -1, -1, -1]
svårighet	-1.7	0.45826	[-1, -2, -1, -2, -2, -1, -2, -2, -2, -2]
värdig	2.2	0.6	[1, 2, 2, 2, 3, 3, 3, 2, 2, 2]
hedra	2.7	0.78102	[2, 3, 2, 2, 2, 3, 4, 4, 3, 2]
värdigt	2.1	1.04403	[1, 1, 1, 3, 1, 4, 2, 3, 2, 3]
dignitärer	0.6	0.91652	[0, 0, 1, 0, 0, 0, 3, 0, 1, 1]
dignitär	1.9	1.3	[0, 3, 4, 2, 3, 1, 1, 3, 0, 2]
digniteter	1.4	0.66332	[1, 2, 1, 1, 3, 2, 1, 1, 1, 1]
värdighet	1.7	0.9	[0, 3, 2, 1, 2, 1, 2, 3, 1, 2]
khuits	-3.1	0.83066	[-3, -3, -3, -3, -4, -1, -4, -3, -4, -3]
smuts	-1.5	0.92195	[-1, -2, -1, -1, -1, -3, 0, -2, -1, -3]
smutsigare	-1.4	0.4899	[-2, -1, -1, -2, -1, -2, -1, -1, -2, -1]
smutsigaste	-2.4	1.0198	[-4, -3, -2, -1, -2, -3, -1, -2, -4, -2]
smutsig	-1.9	0.83066	[-2, -1, -1, -1, -2, -2, -1, -3, -3, -3]
inaktivera	-2.1	0.53852	[-2, -1, -3, -3, -2, -2, -2, -2, -2, -2]
nackdel	-1.8	0.4	[-2, -2, -1, -2, -2, -1, -2, -2, -2, -2]
missgynnade	-1.7	0.64031	[-2, -2, -3, -1, -2, -2, -2, -1, -1, -1]
ett ofördelaktigt sätt	-2.1	0.83066	[-2, -4, -1, -2, -1, -2, -2, -2, -3, -2]
otrygghet	-1.6	0.66332	[-1, -1, -3, -2, -1, -1, -2, -1, -2, -2]
nackdelar	-1.7	0.64031	[-2, -2, -3, -1, -2, -2, -2, -1, -1, -1]
instämmer inte alls	-1.6	0.4899	[-1, -2, -1, -1, -2, -2, -2, -2, -1, -2]
obehaglig	-2.1	0.53852	[-2, -2, -3, -3, -2, -2, -2, -2, -1, -2]
obehagligt	-1.6	0.8	[-1, -1, -1, -2, -3, -1, -2, -1, -3, -1]
höll inte	-1.3	0.64031	[-1, -2, -1, -1, -2, 0, -1, -2, -1, -2]
oense	-1.4	0.8	[-1, 0, -1, -2, -2, -1, -3, -1, -1, -2]
oenighet	-1.5	0.67082	[-2, -1, -1, -1, -1, -1, -1, -3, -2, -2]
meningsskiljaktigheter	-1.8	0.6	[-2, -3, -1, -2, -2, -1, -2, -2, -1, -2]
håller inte med	-1.3	0.45826	[-1, -2, -1, -1, -1, -1, -1, -2, -1, -2]
försvinna	-0.9	0.7	[-2, -1, 0, 0, -2, -1, -1, -1, 0, -1]
försvunnit	-0.9	0.7	[-2, 0, -1, -1, 0, 0, -2, -1, -1, -1]
försvinner	-1.4	0.8	[-2, -2, 0, 0, -2, -1, -2, -1, -2, -2]
svika	-1.7	0.64031	[-1, -1, -1, -3, -2, -2, -2, -1, -2, -2]
besviken	-2.1	0.83066	[-1, -3, -2, -2, -3, -1, -1, -2, -3, -3]
besviket	-1.7	0.78102	[-3, -1, -3, -1, -2, -1, -1, -2, -2, -1]
beklagansvärt	-1.9	0.7	[-2, -1, -1, -3, -2, -3, -2, -2, -1, -2]
besvikelser	-2.0	1.09545	[-1, -2, -4, -3, -2, -2, -3, 0, -2, -1]
katastrofer	-2.6	0.8	[-2, -2, -3, -1, -3, -3, -2, -4, -3, -3]
misstro	-2.1	0.83066	[-1, -2, -2, -2, -3, -3, -1, -3, -1, -3]
kassera	-1.0	0.44721	[-1, -1, -1, -1, 0, -1, -1, -1, -2, -1]
kasseras	-1.4	0.91652	[-1, -1, -1, -1, 0, -1, -2, -3, -3, -1]
kassering	-0.7	0.45826	[-1, 0, -1, -1, -1, 0, -1, 0, -1, -1]
utkast	-1.0	0.63246	[0, -1, -1, -1, -2, 0, -2, -1, -1, -1]
obehag	-1.8	0.6	[-2, -2, -2, -1, -1, -3, -2, -2, -1, -2]
besväras	-1.6	0.8	[-1, -1, -1, -2, -3, -3, -1, -1, -1, -2]
otröstlig	-2.3	0.78102	[-1, -2, -2, -3, -2, -2, -2, -4, -3, -2]
otrögning	-1.7	0.45826	[-2, -2, -1, -2, -1, -1, -2, -2, -2, -2]
missnöjd	-2.2	0.6	[-2, -3, -2, -2, -2, -2, -3, -3, -1, -2]
disharmoni	-1.7	0.64031	[-3, -2, -2, -2, -2, -1, -1, -1, -1, -2]
diskonteras	0.2	1.249	[-1, 0, 3, -1, 0, 1, 1, 1, -1, -1]
avskräcka	-1.8	0.6	[-2, -2, -1, -2, -1, -1, -2, -2, -3, -2]
omodalbar	-1.2	0.9798	[-1, -2, -1, 1, -1, -1, -1, -2, -3, -1]
avskräckt	-1.7	0.45826	[-2, -1, -2, -2, -2, -2, -1, -1, -2, -2]
modfälldhet	-2.0	0.89443	[-4, -1, -2, -2, -1, -1, -3, -2, -2, -2]
neddiskare	-1.7	0.78102	[-2, -1, -3, -2, -1, -3, -1, -2, -1, -1]
diskodon	-1.9	0.53852	[-2, -2, -2, -2, -1, -1, -3, -2, -2, -2]
avskräcker	-1.9	0.53852	[-2, -1, -2, -2, -2, -2, -1, -3, -2, -2]
nedslående	-1.9	0.7	[-2, -2, -2, -3, -1, -1, -2, -1, -2, -3]
avskräckande	-2.0	0.63246	[-2, -3, -2, -1, -2, -2, -2, -3, -2, -1]
misskrediterade	-1.9	0.53852	[-2, -2, -2, -2, -1, -3, -1, -2, -2, -2]
skam	-2.6	0.4899	[-2, -3, -3, -2, -3, -3, -3, -2, -2, -3]
vanärade	-2.0	0.44721	[-3, -2, -2, -2, -1, -2, -2, -2, -2, -2]
maskera	-1.0	1.09545	[-2, -1, 0, 0, 0, 0, -3, -2, -2, 0]
förtäckt	-1.1	1.04403	[-3, 0, 0, -1, -1, 0, -3, -1, -1, -1]
förklädnader	-1.0	0.63246	[-2, 0, 0, -1, -1, -1, -2, -1, -1, -1]
dölja	-1.3	0.78102	[0, -2, -1, -1, -1, -2, -1, -1, -3, -1]
äcklad	-2.4	0.91652	[-4, -3, -3, -1, -3, -1, -2, -2, -2, -3]
äckligt	-3.0	0.89443	[-2, -3, -4, -4, -2, -4, -4, -2, -3, -2]
vidrig	-3.1	0.83066	[-4, -2, -4, -4, -2, -3, -3, -3, -2, -4]
äcklig	-2.4	1.11355	[-3, -2, -3, -4, -1, -3, -1, -4, -1, -2]
äcklar	-2.1	0.53852	[-2, -2, -3, -2, -2, -2, -2, -3, -1, -2]
oärlig	-2.7	0.9	[-3, -2, -1, -4, -3, -2, -4, -3, -3, -2]
desillusion	-1.0	1.18322	[-2, 0, -2, -1, -2, 1, -2, -1, 1, -2]
desillusionerade	-1.9	0.7	[-2, -2, -3, -2, -3, -1, -1, -1, -2, -2]
desillusionering	-1.5	1.0247	[-2, 1, -3, -2, -1, -1, -2, -1, -2, -2]
desillusioner	-1.6	0.4899	[-2, -2, -2, -1, -1, -1, -2, -2, -1, -2]
obenägen	-1.1	0.53852	[0, -1, -1, -1, -1, -1, -1, -2, -2, -1]
osammanhängande	-1.3	0.45826	[-1, -1, -2, -1, -1, -2, -1, -2, -1, -1]
ogillade	-1.7	0.64031	[-2, -3, -2, -1, -1, -1, -2, -2, -1, -2]
ogillar	-1.7	0.78102	[-2, -2, -1, -1, -2, -1, -3, -3, -1, -1]
gillar	1.8	0.6	[2, 2, 1, 2, 2, 2, 3, 1, 1, 2]
dyster	-3.0	1.0	[-2, -1, -4, -4, -3, -2, -3, -4, -4, -3]
bestörtning	-1.8	0.87178	[-3, -1, -1, -3, -1, -1, -3, -1, -2, -2]
förskräckande	-2.2	0.9798	[-2, -3, -2, -3, -3, 0, -2, -1, -3, -3]
oordning	-1.7	0.64031	[-2, -1, -1, -2, -2, -1, -3, -1, -2, -2]
oorganiserad	-1.2	0.4	[-1, -1, -1, -1, -1, -2, -1, -2, -1, -1]
desorienterad	-1.5	0.67082	[-2, -2, -1, 0, -1, -2, -2, -1, -2, -2]
nedvärdera	-2.0	0.44721	[-2, -2, -2, -1, -2, -2, -2, -3, -2, -2]
nedvärderas	-1.4	0.8	[-1, -2, -2, -3, -1, -1, -1, -2, 0, -1]
nedvärderar	-1.6	0.8	[-1, -2, -3, -2, -1, -1, -2, -2, 0, -2]
nedsättande	-2.2	0.6	[-3, -1, -2, -2, -2, -3, -3, -2, -2, -2]
tvist	-1.7	0.78102	[-1, -3, -1, -1, -2, -1, -2, -2, -3, -1]
omtvistat	-1.4	0.66332	[-2, -2, -2, -2, 0, -1, -1, -1, -1, -2]
tvister	-1.1	1.64012	[-2, -2, -2, 2, -3, -1, -2, 2, -1, -2]
tvistande	-1.7	0.64031	[-2, -2, -2, -2, -1, -1, -3, -1, -1, -2]
diskvalificeras	-1.8	0.6	[-1, -2, -1, -2, -1, -2, -2, -3, -2, -2]
bortse från	-1.1	0.53852	[-1, -1, -2, -1, -1, -2, -1, -1, 0, -1]
bortses	-1.6	0.4899	[-1, -1, -2, -2, -2, -2, -1, -2, -1, -2]
bortsett	-0.9	0.53852	[-1, 0, -1, 0, -2, -1, -1, -1, -1, -1]
bortser	-1.4	0.4899	[-1, -1, -2, -1, -2, -2, -2, -1, -1, -1]
respektlöshet	-1.8	0.6	[-2, -2, -2, -1, -2, -2, -1, -3, -1, -2]
orespekterad	-2.0	0.63246	[-2, -2, -2, -2, -2, -3, -3, -1, -1, -2]
avbrott	-1.7	0.45826	[-2, -2, -2, -2, -2, -1, -1, -1, -2, -2]
störningar	-1.4	0.4899	[-1, -2, -1, -1, -1, -2, -2, -2, -1, -1]
störande	-2.3	0.45826	[-2, -2, -3, -3, -2, -2, -3, -2, -2, -2]
missnöje	-2.2	0.74833	[-4, -2, -2, -2, -1, -3, -2, -2, -2, -2]
otillfredsställande	-2.4	0.91652	[-3, -1, -4, -3, -2, -1, -2, -2, -3, -3]
förvränga	-1.3	0.45826	[-2, -1, -1, -1, -2, -1, -1, -1, -1, -2]
förvrängd	-1.7	0.78102	[-3, -1, -3, -1, -2, -1, -2, -2, -1, -1]
förvränger	-1.4	0.4899	[-2, -1, -1, -1, -2, -2, -2, -1, -1, -1]
distrahera	-1.2	0.6	[-1, -1, 0, -2, -1, -1, -1, -2, -1, -2]
förstrött	-0.9	0.7	[-1, -1, 0, -2, -1, 0, -1, 0, -1, -2]
distraherbarhet	-1.3	1.1	[-1, -1, -3, -1, 0, -3, -2, 0, -2, 0]
distraktion	-1.6	0.66332	[-1, -2, -2, -1, -1, -3, -1, -1, -2, -2]
distraktioner	-1.0	0.0	[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
distraherande	-1.6	0.4899	[-2, -2, -1, -1, -1, -1, -2, -2, -2, -2]
distraherar	-1.3	0.45826	[-1, -1, -2, -1, -1, -2, -1, -2, -1, -1]
bedrövad	-2.6	0.66332	[-3, -2, -3, -2, -2, -4, -3, -2, -2, -3]
trångmål	-1.6	0.66332	[-2, -1, -1, -2, -2, -2, -1, -1, -3, -1]
ömmande	-1.7	1.18743	[-3, -3, -1, -1, -2, -2, -3, -2, 1, -1]
beklämmande	-2.2	0.74833	[-3, -1, -2, -3, -3, -3, -2, -2, -2, -1]
misstrodde	-2.4	0.66332	[-1, -3, -3, -3, -2, -2, -3, -2, -2, -3]
misstänksam	-2.1	0.83066	[-1, -3, -2, -2, -3, -1, -1, -3, -2, -3]
misstroget	-1.8	0.6	[-2, -1, -1, -2, -1, -2, -3, -2, -2, -2]
misstänksamhet	-1.6	0.66332	[-2, -1, -2, -1, -2, -1, -1, -3, -1, -2]
misstror	-1.3	0.45826	[-1, -1, -2, -1, -2, -1, -2, -1, -1, -1]
störa	-1.7	0.45826	[-2, -1, -1, -2, -2, -2, -1, -2, -2, -2]
störning	-1.6	0.8	[-1, -2, -1, -2, -2, -3, -1, -2, 0, -2]
orosstiftare	-1.4	0.4899	[-2, -1, -1, -2, -2, -1, -1, -2, -1, -1]
gitter	-0.5	0.92195	[0, 0, 0, 0, 1, -1, -2, -2, -1, 0]
spådom	1.7	1.1	[2, 3, 0, 1, 2, 1, 3, 3, 2, 0]
spådomar	1.1	1.04403	[1, 0, 1, 2, 2, 0, 3, 2, 0, 0]
divinatorisk	1.6	1.42829	[4, 1, 0, 0, 1, 3, 3, 0, 1, 3]
gudomlig	2.6	0.8	[3, 3, 3, 2, 1, 2, 3, 4, 2, 3]
siat	0.8	1.16619	[1, 0, 3, 0, 0, 1, 0, 3, 0, 0]
gudomligt	2.9	0.7	[3, 2, 3, 3, 2, 4, 3, 2, 4, 3]
slagruteman	0.3	0.9	[0, 0, 3, 0, 0, 0, 0, 0, 0, 0]
spåmän	1.2	1.16619	[0, 1, 0, 2, 2, 0, 3, 1, 3, 0]
präster	0.8	1.249	[0, 0, 3, 0, 0, 0, 3, 2, 0, 0]
gudomliga	2.7	0.78102	[3, 4, 2, 4, 2, 2, 2, 3, 2, 3]
dykning	0.3	0.45826	[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]
gudomar	1.8	1.46969	[1, 3, 3, 4, 0, 0, 1, 0, 3, 3]
gudomlighet	2.7	1.00499	[4, 4, 2, 3, 3, 1, 2, 4, 2, 2]
yr	-0.9	0.3	[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1]
ducka	-0.4	0.8	[-1, -1, 0, 1, 0, -1, 0, 0, -2, 0]
tvivelaktiga	-0.9	0.9434	[-1, -1, -1, -3, -1, 1, -1, -1, -1, 0]
smärtsam	-2.2	0.6	[-2, -2, -2, -3, -3, -3, -2, -2, -1, -2]
dominans	0.8	0.87178	[2, 0, 0, 2, 1, 0, 0, 1, 2, 0]
dominanser	-0.1	0.9434	[-1, 0, 1, 1, 0, -1, 0, 1, 0, -2]
dominant	0.2	1.16619	[-2, 0, 0, -1, 2, 1, 2, 0, 0, 0]
dominanter	0.2	1.16619	[0, 2, -1, 0, -1, -1, -1, 1, 1, 2]
dominera	-0.5	0.92195	[0, -1, 1, -1, 1, -1, -2, 0, -1, -1]
dominerar	0.2	1.249	[1, 0, -2, -1, 1, -1, 2, 0, 0, 2]
dominerande	-1.2	1.98997	[-4, -1, -4, -1, -3, -1, -1, 2, 2, -1]
herravälde	-0.2	0.9798	[0, 1, 0, -1, -1, -1, 0, 2, -1, -1]
dominansar	-0.3	0.45826	[0, 0, 0, 0, 0, -1, 0, -1, -1, 0]
undergång	-1.7	1.26886	[-2, -1, -1, -4, -2, -2, 1, -3, -1, -2]
dömd	-3.2	0.74833	[-3, -3, -4, -4, -4, -2, -4, -3, -3, -2]
dömer	-2.8	0.4	[-2, -3, -2, -3, -3, -3, -3, -3, -3, -3]
domedagsprofet	-2.2	0.87178	[-2, -1, -2, -3, -1, -3, -1, -3, -3, -3]
domedagsprofeterna	-1.7	0.78102	[-1, -2, -3, 0, -2, -2, -2, -1, -2, -2]
doomordstäv	-1.5	1.28452	[-3, -2, -2, 0, 1, 0, -3, -2, -2, -2]
domedag	-2.8	1.249	[-3, -1, -3, -4, -3, -4, 0, -4, -3, -3]
tönt	-1.4	0.66332	[-1, -2, -2, -1, -1, -1, -3, -1, -1, -1]
töntar	-0.5	0.67082	[-1, 1, -1, -1, -1, -1, 0, 0, -1, 0]
töntig	-1.1	1.04403	[-1, 0, -1, 1, -1, -1, -3, -2, -2, -1]
tvivel	-1.5	0.5	[-1, -1, -2, -2, -1, -1, -2, -1, -2, -2]
misstänker	-1.5	0.5	[-1, -1, -2, -1, -2, -1, -2, -2, -1, -2]
tvivlade	-1.1	1.22066	[-1, -2, -2, 2, -1, -1, -2, -2, -2, 0]
tvivlare	-1.6	0.91652	[-1, -3, -2, -1, -1, -1, -2, -2, -3, 0]
tveksam	-1.5	0.5	[-1, -2, -2, -1, -1, -2, -1, -1, -2, -2]
tveksamt	-1.2	0.4	[-1, -1, -1, -1, -1, -1, -2, -1, -1, -2]
tveksamhet	-1.2	0.4	[-2, -1, -1, -1, -1, -1, -1, -1, -1, -2]
tvivla	-1.4	0.4899	[-1, -1, -1, -2, -2, -1, -1, -1, -2, -2]
tveklöst	-1.4	0.4899	[-2, -2, -1, -1, -1, -1, -1, -2, -2, -1]
utan tvivel	0.9	1.51327	[2, 2, 1, 2, -2, 2, -2, 1, 1, 2]
otvivelaktigt	1.2	0.9798	[2, 1, 1, 2, 0, -1, 2, 1, 2, 2]
tveklöshet	0.8	0.9798	[2, 1, 2, 0, 0, 0, 2, -1, 1, 1]
sköljning	-1.5	1.68819	[-3, -2, -3, 1, 1, -2, -3, -2, 1, -3]
nedstämd	-2.3	0.78102	[-1, -2, -2, -4, -2, -2, -2, -3, -3, -2]
nedsidan	-1.0	0.7746	[-1, -1, -1, -1, -1, -1, -2, 1, -2, -1]
dra	-0.9	0.83066	[-1, -2, -1, -1, -2, -1, -1, 1, 0, -1]
dras	-0.2	1.07703	[-2, -1, 0, 0, -1, 0, 0, 1, 2, -1]
drar	-0.7	0.64031	[0, -1, 0, -1, -1, -2, -1, 0, 0, -1]
dränerad	-1.5	0.5	[-1, -1, -2, -2, -1, -2, -1, -2, -1, -2]
fruktan	-2.0	0.63246	[-2, -3, -2, -2, -2, -2, -3, -1, -1, -2]
fruktade	-2.7	0.64031	[-2, -3, -3, -3, -4, -3, -2, -2, -2, -3]
hemsk	-1.9	1.86815	[-4, -2, -2, 2, -1, -4, -1, 0, -3, -4]
fruktansvärt	-2.7	1.26886	[-4, -4, -3, -4, -3, -1, -2, -1, -1, -4]
